"date","vip_level","population","total_gem_used"
"2014-08-25","13","523","925309522"
"2014-08-26","0","1770","799226"
"2014-08-26","1","1526","2061912"
"2014-08-26","2","17048","207468621"
"2014-08-26","3","8640","223223685"
"2014-08-26","4","876","28241217"
"2014-08-26","5","1876","73625225"
"2014-08-26","6","1188","58231409"
"2014-08-26","7","1276","74146586"
"2014-08-26","8","2027","185550829"
"2014-08-26","9","1123","165366089"
"2014-08-26","10","1199","271218290"
"2014-08-26","11","1170","428857983"
"2014-08-26","12","757","494233982"
"2014-08-26","13","526","940291529"
"2014-08-27","0","3293","1232142"
"2014-08-27","1","2361","3157665"
"2014-08-27","2","21839","248750121"
"2014-08-27","3","9944","250843774"
"2014-08-27","4","991","31631469"
"2014-08-27","5","2084","81380909"
"2014-08-27","6","1324","63882916"
"2014-08-27","7","1452","83432125"
"2014-08-27","8","2209","200809249"
"2014-08-27","9","1197","177057114"
"2014-08-27","10","1269","285460136"
"2014-08-27","11","1214","444065196"
"2014-08-27","12","777","506142467"
"2014-08-27","13","546","975697779"
"2014-08-28","0","3525","1106037"
"2014-08-28","1","2169","2791172"
"2014-08-28","2","19688","234987367"
"2014-08-28","3","9558","243450437"
"2014-08-28","4","951","30543394"
"2014-08-28","5","2010","78586993"
"2014-08-28","6","1305","63467234"
"2014-08-28","7","1374","79440186"
"2014-08-28","8","2138","195584723"
"2014-08-28","9","1163","172330665"
"2014-08-28","10","1247","280792391"
"2014-08-28","11","1186","433985093"
"2014-08-28","12","772","502663279"
"2014-08-28","13","537","964496666"
"2014-08-29","0","2492","828364"
"2014-08-29","1","1959","2407558"
"2014-08-29","2","20051","240513184"
"2014-08-29","3","9577","244749883"
"2014-08-29","4","958","30835903"
"2014-08-29","5","2044","79376316"
"2014-08-29","6","1305","63538393"
"2014-08-29","7","1414","81336021"
"2014-08-29","8","2171","197382503"
"2014-08-29","9","1208","178592189"
"2014-08-29","10","1236","278529354"
"2014-08-29","11","1200","440724377"
"2014-08-29","12","784","513508773"
"2014-08-29","13","538","988437285"
"2014-08-30","0","4274","4158910"
"2014-08-30","1","3843","6604468"
"2014-08-30","2","29788","289182507"
"2014-08-30","3","10571","263310272"
"2014-08-30","4","1032","32724700"
"2014-08-30","5","2148","82913797"
"2014-08-30","6","1391","66994405"
"2014-08-30","7","1540","87381754"
"2014-08-30","8","2281","206665806"
"2014-08-30","9","1261","184808775"
"2014-08-30","10","1288","290292464"
"2014-08-30","11","1226","450647318"
"2014-08-30","12","802","525205932"
"2014-08-30","13","540","976815909"
"2014-08-31","0","3075","1946630"
"2014-08-31","1","2793","4544805"
"2014-08-31","2","26730","281017926"
"2014-08-31","3","10441","262374733"
"2014-08-31","4","1039","33173831"
"2014-08-31","5","2161","84093406"
"2014-08-31","6","1386","66702325"
"2014-08-31","7","1502","85957496"
"2014-08-31","8","2269","206906248"
"2014-08-31","9","1210","179600009"
"2014-08-31","10","1276","288189668"
"2014-08-31","11","1220","448565034"
"2014-08-31","12","799","522302094"
"2014-08-31","13","545","988436588"
"2014-09-01","0","3016","1405210"
"2014-09-01","1","2243","3681970"
"2014-09-01","2","26254","279820982"
"2014-09-01","3","10529","264645666"
"2014-09-01","4","1009","32733032"
"2014-09-01","5","2189","85160335"
"2014-09-01","6","1381","66665074"
"2014-09-01","7","1496","86035718"
"2014-09-01","8","2276","207262667"
"2014-09-01","9","1235","183546907"
"2014-09-01","10","1273","288383387"
"2014-09-01","11","1226","450326235"
"2014-09-01","12","797","521575042"
"2014-09-01","13","547","1009310663"
"2014-09-02","0","3260","957908"
"2014-09-02","1","2003","2778505"
"2014-09-02","2","23541","267861752"
"2014-09-02","3","10353","264253817"
"2014-09-02","4","1029","33149288"
"2014-09-02","5","2137","83326384"
"2014-09-02","6","1370","66328053"
"2014-09-02","7","1486","85565214"
"2014-09-02","8","2251","205647788"
"2014-09-02","9","1221","181586973"
"2014-09-02","10","1282","289399049"
"2014-09-02","11","1230","452498576"
"2014-09-02","12","784","515282217"
"2014-09-02","13","538","988037733"
"2014-09-03","0","2679","919951"
"2014-09-03","1","1637","2337607"
"2014-09-03","2","19767","252364887"
"2014-09-03","3","10108","258771097"
"2014-09-03","4","990","32743066"
"2014-09-03","5","2099","82675674"
"2014-09-03","6","1340","64798795"
"2014-09-03","7","1461","84244395"
"2014-09-03","8","2192","201420793"
"2014-09-03","9","1203","179417912"
"2014-09-03","10","1277","288392020"
"2014-09-03","11","1206","445234742"
"2014-09-03","12","793","520917442"
"2014-09-03","13","538","978365383"
"2014-09-04","0","2298","800553"
"2014-09-04","1","1613","2316128"
"2014-09-04","2","19781","253036074"
"2014-09-04","3","10084","260610300"
"2014-09-04","4","951","31655769"
"2014-09-04","5","2121","83725656"
"2014-09-04","6","1293","63824405"
"2014-09-04","7","1456","84377654"
"2014-09-04","8","2215","203535340"
"2014-09-04","9","1188","178265831"
"2014-09-04","10","1274","287775348"
"2014-09-04","11","1186","438923588"
"2014-09-04","12","793","520533299"
"2014-09-04","13","540","985171638"
"2014-09-05","0","2213","890657"
"2014-09-05","1","1852","2917328"
"2014-09-05","2","20252","260187241"
"2014-09-05","3","10045","261760851"
"2014-09-05","4","985","32742688"
"2014-09-05","5","2105","83573986"
"2014-09-05","6","1304","64664558"
"2014-09-05","7","1451","84688609"
"2014-09-05","8","2176","201097529"
"2014-09-05","9","1182","177691685"
"2014-09-05","10","1264","286787835"
"2014-09-05","11","1198","443417874"
"2014-09-05","12","781","512415712"
"2014-09-05","13","536","981310163"
"2014-09-06","0","2272","762021"
"2014-09-06","1","1745","2543167"
"2014-09-06","2","20072","260701613"
"2014-09-06","3","9978","261213535"
"2014-09-06","4","999","33345785"
"2014-09-06","5","2102","83700242"
"2014-09-06","6","1331","66354055"
"2014-09-06","7","1408","82578252"
"2014-09-06","8","2213","203704065"
"2014-09-06","9","1188","178593759"
"2014-09-06","10","1273","289291218"
"2014-09-06","11","1198","443317784"
"2014-09-06","12","779","513039151"
"2014-09-06","13","538","992447347"
"2014-09-07","0","2415","770072"
"2014-09-07","1","1923","2470853"
"2014-09-07","2","19759","258003882"
"2014-09-07","3","9987","261003523"
"2014-09-07","4","984","32738063"
"2014-09-07","5","2115","84330448"
"2014-09-07","6","1315","65995416"
"2014-09-07","7","1428","83815774"
"2014-09-07","8","2199","202642634"
"2014-09-07","9","1174","177369826"
"2014-09-07","10","1251","284796992"
"2014-09-07","11","1188","441139042"
"2014-09-07","12","775","510974938"
"2014-09-07","13","547","1014453187"
"2014-09-08","0","2368","779350"
"2014-09-08","1","1717","2449564"
"2014-09-08","2","22546","273967395"
"2014-09-08","3","10225","266089080"
"2014-09-08","4","1007","33654626"
"2014-09-08","5","2122","84718326"
"2014-09-08","6","1342","66912222"
"2014-09-08","7","1444","85057676"
"2014-09-08","8","2241","205347329"
"2014-09-08","9","1200","180736045"
"2014-09-08","10","1281","290040158"
"2014-09-08","11","1203","446712401"
"2014-09-08","12","786","517370785"
"2014-09-08","13","553","1025198640"
"2014-09-09","0","1811","583493"
"2014-09-09","1","1343","2030227"
"2014-09-09","2","18648","250603698"
"2014-09-09","3","9941","261723261"
"2014-09-09","4","1014","33890180"
"2014-09-09","5","2052","82851207"
"2014-09-09","6","1308","65639471"
"2014-09-09","7","1399","82586545"
"2014-09-09","8","2160","199349346"
"2014-09-09","9","1173","176894454"
"2014-09-09","10","1244","284275289"
"2014-09-09","11","1188","441795464"
"2014-09-09","12","768","504811242"
"2014-09-09","13","546","998427097"
"2014-09-10","0","1886","724240"
"2014-09-10","1","1364","2061568"
"2014-09-10","2","18612","251721477"
"2014-09-10","3","9895","261413994"
"2014-09-10","4","1009","33924405"
"2014-09-10","5","2071","83596516"
"2014-09-10","6","1285","64695636"
"2014-09-10","7","1387","82122042"
"2014-09-10","8","2155","199156316"
"2014-09-10","9","1180","177968044"
"2014-09-10","10","1251","285031942"
"2014-09-10","11","1190","442042324"
"2014-09-10","12","769","505607495"
"2014-09-10","13","542","983908440"
"2014-09-11","0","2106","684334"
"2014-09-11","1","1348","1997699"
"2014-09-11","2","18317","248352763"
"2014-09-11","3","9844","261229444"
"2014-09-11","4","977","33214887"
"2014-09-11","5","2055","83217369"
"2014-09-11","6","1279","64250844"
"2014-09-11","7","1368","81815345"
"2014-09-11","8","2157","199247128"
"2014-09-11","9","1166","175740816"
"2014-09-11","10","1249","284188886"
"2014-09-11","11","1163","434407933"
"2014-09-11","12","762","502187586"
"2014-09-11","13","544","984417746"
"2014-09-12","0","2292","783613"
"2014-09-12","1","1610","2173148"
"2014-09-12","2","18407","247500159"
"2014-09-12","3","9826","260563927"
"2014-09-12","4","967","32600978"
"2014-09-12","5","2052","82874429"
"2014-09-12","6","1295","64922294"
"2014-09-12","7","1370","81797547"
"2014-09-12","8","2146","199375991"
"2014-09-12","9","1170","176426647"
"2014-09-12","10","1244","283543996"
"2014-09-12","11","1171","436530173"
"2014-09-12","12","771","505559928"
"2014-09-12","13","542","996442978"
"2014-09-13","0","2185","628033"
"2014-09-13","1","1391","1841731"
"2014-09-13","2","18646","248882763"
"2014-09-13","3","9790","260275789"
"2014-09-13","4","977","32993168"
"2014-09-13","5","2044","82817133"
"2014-09-13","6","1293","64704720"
"2014-09-13","7","1357","81073513"
"2014-09-13","8","2135","197987611"
"2014-09-13","9","1145","174338527"
"2014-09-13","10","1235","280700761"
"2014-09-13","11","1164","434177423"
"2014-09-13","12","767","504400013"
"2014-09-13","13","552","1014464805"
"2014-09-14","0","2525","939627"
"2014-09-14","1","1672","2300900"
"2014-09-14","2","24235","269569000"
"2014-09-14","3","10095","266882561"
"2014-09-14","4","990","33368281"
"2014-09-14","5","2070","83969290"
"2014-09-14","6","1319","66258929"
"2014-09-14","7","1392","83102800"
"2014-09-14","8","2169","201164696"
"2014-09-14","9","1160","176329834"
"2014-09-14","10","1235","281033988"
"2014-09-14","11","1168","435227622"
"2014-09-14","12","779","510910489"
"2014-09-14","13","541","1002309881"
"2014-09-15","0","2289","759356"
"2014-09-15","1","1423","2075891"
"2014-09-15","2","23698","268871980"
"2014-09-15","3","9988","267018285"
"2014-09-15","4","991","33527636"
"2014-09-15","5","2084","84889942"
"2014-09-15","6","1317","66262980"
"2014-09-15","7","1400","83621931"
"2014-09-15","8","2174","202298592"
"2014-09-15","9","1181","178696134"
"2014-09-15","10","1257","286237974"
"2014-09-15","11","1205","448885375"
"2014-09-15","12","774","507783247"
"2014-09-15","13","550","1022274570"
"2014-09-16","0","2196","614880"
"2014-09-16","1","1409","2033777"
"2014-09-16","2","21584","260798509"
"2014-09-16","3","9895","267429968"
"2014-09-16","4","975","33156089"
"2014-09-16","5","2051","84209827"
"2014-09-16","6","1277","64411208"
"2014-09-16","7","1365","82230300"
"2014-09-16","8","2150","199909850"
"2014-09-16","9","1170","178899256"
"2014-09-16","10","1233","281559974"
"2014-09-16","11","1204","449822942"
"2014-09-16","12","759","498858174"
"2014-09-16","13","552","1024228545"
"2014-09-17","0","1927","606173"
"2014-09-17","1","1404","2072783"
"2014-09-17","2","17920","247160488"
"2014-09-17","3","9668","266885506"
"2014-09-17","4","953","33237752"
"2014-09-17","5","1975","82447969"
"2014-09-17","6","1275","65218174"
"2014-09-17","7","1333","81314091"
"2014-09-17","8","2130","200313988"
"2014-09-17","9","1128","172473228"
"2014-09-17","10","1247","286982407"
"2014-09-17","11","1169","437734147"
"2014-09-17","12","774","510352906"
"2014-09-17","13","549","1013657986"
"2014-09-18","0","2121","834875"
"2014-09-18","1","1601","2647511"
"2014-09-18","2","18543","264996699"
"2014-09-18","3","9600","274748126"
"2014-09-18","4","977","35060727"
"2014-09-18","5","2018","86474003"
"2014-09-18","6","1270","66707299"
"2014-09-18","7","1334","82942592"
"2014-09-18","8","2090","199950071"
"2014-09-18","9","1124","172927230"
"2014-09-18","10","1260","291559873"
"2014-09-18","11","1161","436289065"
"2014-09-18","12","781","515811573"
"2014-09-18","13","554","1005049296"
"2014-09-19","0","2914","659699"
"2014-09-19","1","1444","2521090"
"2014-09-19","2","18285","267901165"
"2014-09-19","3","9491","277084334"
"2014-09-19","4","962","35148607"
"2014-09-19","5","1996","85819728"
"2014-09-19","6","1258","66747680"
"2014-09-19","7","1327","82826384"
"2014-09-19","8","2108","202569158"
"2014-09-19","9","1119","173409140"
"2014-09-19","10","1238","286677183"
"2014-09-19","11","1164","438726381"
"2014-09-19","12","781","517489285"
"2014-09-19","13","556","1040612294"
"2014-09-20","0","2937","638734"
"2014-09-20","1","1357","2278381"
"2014-09-20","2","17763","266526983"
"2014-09-20","3","9487","276513554"
"2014-09-20","4","946","34722824"
"2014-09-20","5","1997","85728121"
"2014-09-20","6","1258","67220511"
"2014-09-20","7","1314","81993421"
"2014-09-20","8","2078","200239046"
"2014-09-20","9","1121","172530577"
"2014-09-20","10","1224","284082254"
"2014-09-20","11","1156","437485857"
"2014-09-20","12","777","514892545"
"2014-09-20","13","550","1026478764"
"2014-09-21","0","3186","570466"
"2014-09-21","1","1352","2104061"
"2014-09-21","2","17602","264578037"
"2014-09-21","3","9500","276098327"
"2014-09-21","4","967","35488153"
"2014-09-21","5","1987","86114853"
"2014-09-21","6","1246","66292123"
"2014-09-21","7","1335","82869885"
"2014-09-21","8","2069","199104379"
"2014-09-21","9","1107","170356954"
"2014-09-21","10","1228","284495550"
"2014-09-21","11","1162","437760640"
"2014-09-21","12","779","515604801"
"2014-09-21","13","547","1012666844"
"2014-09-22","0","2833","1258741"
"2014-09-22","1","1802","3006599"
"2014-09-22","2","20803","283651125"
"2014-09-22","3","9670","282838789"
"2014-09-22","4","970","35091886"
"2014-09-22","5","2035","88651200"
"2014-09-22","6","1287","69216197"
"2014-09-22","7","1401","86231214"
"2014-09-22","8","2134","205196593"
"2014-09-22","9","1147","176271610"
"2014-09-22","10","1271","294849733"
"2014-09-22","11","1177","444209783"
"2014-09-22","12","784","520727479"
"2014-09-22","13","567","1043769000"
"2014-09-23","0","3523","1141583"
"2014-09-23","1","1651","2517137"
"2014-09-23","2","18426","270440294"
"2014-09-23","3","9593","281808457"
"2014-09-23","4","987","35744990"
"2014-09-23","5","1979","86164352"
"2014-09-23","6","1266","68072406"
"2014-09-23","7","1359","84887323"
"2014-09-23","8","2108","202882281"
"2014-09-23","9","1140","175407767"
"2014-09-23","10","1248","291021697"
"2014-09-23","11","1185","446598979"
"2014-09-23","12","782","518064018"
"2014-09-23","13","570","1055078381"
"2014-09-24","0","3446","655358"
"2014-09-24","1","1586","2057280"
"2014-09-24","2","17046","259270211"
"2014-09-24","3","9396","276708326"
"2014-09-24","4","950","34737971"
"2014-09-24","5","1958","85971643"
"2014-09-24","6","1244","67252452"
"2014-09-24","7","1352","83758528"
"2014-09-24","8","2062","199280669"
"2014-09-24","9","1124","173531710"
"2014-09-24","10","1248","290162011"
"2014-09-24","11","1178","444890639"
"2014-09-24","12","771","511780252"
"2014-09-24","13","555","1019097419"
"2014-09-25","0","2374","620680"
"2014-09-25","1","1343","1939676"
"2014-09-25","2","17319","257321697"
"2014-09-25","3","9264","273442582"
"2014-09-25","4","944","34680447"
"2014-09-25","5","1965","85965633"
"2014-09-25","6","1251","67556148"
"2014-09-25","7","1315","82545636"
"2014-09-25","8","2034","197117348"
"2014-09-25","9","1113","171712770"
"2014-09-25","10","1236","287066409"
"2014-09-25","11","1144","432086494"
"2014-09-25","12","762","504911115"
"2014-09-25","13","560","1037684155"
"2014-09-26","0","2365","567159"
"2014-09-26","1","1493","1634824"
"2014-09-26","2","17768","258878695"
"2014-09-26","3","9228","273034172"
"2014-09-26","4","925","34414169"
"2014-09-26","5","1936","84776446"
"2014-09-26","6","1219","65934894"
"2014-09-26","7","1305","81646907"
"2014-09-26","8","2041","197175732"
"2014-09-26","9","1107","170260970"
"2014-09-26","10","1227","285244744"
"2014-09-26","11","1168","441143099"
"2014-09-26","12","765","507226189"
"2014-09-26","13","558","1035243986"
"2014-09-27","0","2190","586595"
"2014-09-27","1","1455","1929670"
"2014-09-27","2","17988","259415908"
"2014-09-27","3","9313","275124838"
"2014-09-27","4","956","34772045"
"2014-09-27","5","1949","85151644"
"2014-09-27","6","1226","66433721"
"2014-09-27","7","1295","80823426"
"2014-09-27","8","2044","197357841"
"2014-09-27","9","1109","170459201"
"2014-09-27","10","1212","281458411"
"2014-09-27","11","1147","433088419"
"2014-09-27","12","763","505315458"
"2014-09-27","13","562","1029443146"
"2014-09-28","0","1694","627583"
"2014-09-28","1","1254","1914754"
"2014-09-28","2","17291","256077374"
"2014-09-28","3","9118","270216621"
"2014-09-28","4","945","34454202"
"2014-09-28","5","1920","84219553"
"2014-09-28","6","1228","66827953"
"2014-09-28","7","1303","81244628"
"2014-09-28","8","2046","197358597"
"2014-09-28","9","1101","169885402"
"2014-09-28","10","1230","285798859"
"2014-09-28","11","1155","436681769"
"2014-09-28","12","762","503846714"
"2014-09-28","13","564","1033201443"
"2014-09-29","0","2081","952305"
"2014-09-29","1","1552","2507126"
"2014-09-29","2","20098","273357488"
"2014-09-29","3","9251","274153194"
"2014-09-29","4","943","34915305"
"2014-09-29","5","1942","85589412"
"2014-09-29","6","1232","67200075"
"2014-09-29","7","1317","82570757"
"2014-09-29","8","2059","199280579"
"2014-09-29","9","1121","172957976"
"2014-09-29","10","1241","289103407"
"2014-09-29","11","1169","441713323"
"2014-09-29","12","760","504776457"
"2014-09-29","13","564","1057764002"
"2014-09-30","0","2079","743357"
"2014-09-30","1","1366","2135471"
"2014-09-30","2","17970","261538810"
"2014-09-30","3","9155","271321753"
"2014-09-30","4","922","33829103"
"2014-09-30","5","1931","84648637"
"2014-09-30","6","1227","67163378"
"2014-09-30","7","1304","81010061"
"2014-09-30","8","2026","196632872"
"2014-09-30","9","1108","171353877"
"2014-09-30","10","1226","286302190"
"2014-09-30","11","1149","435878336"
"2014-09-30","12","766","507973084"
"2014-09-30","13","578","1080509089"
"2014-10-01","0","2411","1046286"
"2014-10-01","1","2230","3321112"
"2014-10-01","2","25681","296006157"
"2014-10-01","3","9653","280493890"
"2014-10-01","4","997","35819656"
"2014-10-01","5","2016","87928464"
"2014-10-01","6","1239","67164304"
"2014-10-01","7","1392","85798375"
"2014-10-01","8","2124","205685615"
"2014-10-01","9","1143","176857787"
"2014-10-01","10","1242","289290310"
"2014-10-01","11","1195","450702709"
"2014-10-01","12","774","514163914"
"2014-10-01","13","560","1048443817"
"2014-10-02","0","2383","863836"
"2014-10-02","1","2197","3127813"
"2014-10-02","2","24206","288181312"
"2014-10-02","3","9617","280726982"
"2014-10-02","4","977","35108968"
"2014-10-02","5","1988","86550439"
"2014-10-02","6","1258","68470237"
"2014-10-02","7","1346","83559095"
"2014-10-02","8","2078","200319549"
"2014-10-02","9","1138","175308913"
"2014-10-02","10","1235","287088406"
"2014-10-02","11","1179","445315032"
"2014-10-02","12","764","507374072"
"2014-10-02","13","565","1059339632"
"2014-10-03","0","2071","923405"
"2014-10-03","1","1857","2876726"
"2014-10-03","2","23831","288866708"
"2014-10-03","3","9510","278205261"
"2014-10-03","4","1005","36264734"
"2014-10-03","5","2000","87533369"
"2014-10-03","6","1248","67866381"
"2014-10-03","7","1344","83649936"
"2014-10-03","8","2058","199468961"
"2014-10-03","9","1102","170797194"
"2014-10-03","10","1224","284781648"
"2014-10-03","11","1174","445165066"
"2014-10-03","12","756","503392418"
"2014-10-03","13","564","1056994385"
"2014-10-04","0","1907","878496"
"2014-10-04","1","1707","2852931"
"2014-10-04","2","23639","289457703"
"2014-10-04","3","9613","281833622"
"2014-10-04","4","992","35783111"
"2014-10-04","5","1948","84924167"
"2014-10-04","6","1253","68311464"
"2014-10-04","7","1352","83897573"
"2014-10-04","8","2061","198591936"
"2014-10-04","9","1119","173802443"
"2014-10-04","10","1235","287245536"
"2014-10-04","11","1161","441169837"
"2014-10-04","12","757","502657528"
"2014-10-04","13","561","1045824164"
"2014-10-05","0","1937","991617"
"2014-10-05","1","1724","2750000"
"2014-10-05","2","23335","289180725"
"2014-10-05","3","9599","282080174"
"2014-10-05","4","978","35802299"
"2014-10-05","5","1960","85885886"
"2014-10-05","6","1253","68165565"
"2014-10-05","7","1356","84158236"
"2014-10-05","8","2077","200708284"
"2014-10-05","9","1118","173471745"
"2014-10-05","10","1229","286140141"
"2014-10-05","11","1144","434084750"
"2014-10-05","12","744","494850650"
"2014-10-05","13","558","1055755385"
"2014-10-06","0","2254","962924"
"2014-10-06","1","1744","2896281"
"2014-10-06","2","24905","297686933"
"2014-10-06","3","9710","285982224"
"2014-10-06","4","1000","36461823"
"2014-10-06","5","1930","84932771"
"2014-10-06","6","1255","69199745"
"2014-10-06","7","1360","84856947"
"2014-10-06","8","2090","202476314"
"2014-10-06","9","1100","171286851"
"2014-10-06","10","1245","289878791"
"2014-10-06","11","1159","439466720"
"2014-10-06","12","767","509926900"
"2014-10-06","13","562","1060352438"
"2014-10-07","0","2444","941606"
"2014-10-07","1","2063","3026433"
"2014-10-07","2","22779","292642709"
"2014-10-07","3","9632","285182608"
"2014-10-07","4","991","36396676"
"2014-10-07","5","1964","86553489"
"2014-10-07","6","1264","69391687"
"2014-10-07","7","1366","85587282"
"2014-10-07","8","2072","201653109"
"2014-10-07","9","1119","174064446"
"2014-10-07","10","1242","288996813"
"2014-10-07","11","1175","446382335"
"2014-10-07","12","764","509314500"
"2014-10-07","13","562","1056020738"
"2014-10-08","0","2583","712633"
"2014-10-08","1","1073","1836150"
"2014-10-08","2","17418","264586559"
"2014-10-08","3","9313","278796019"
"2014-10-08","4","938","34910272"
"2014-10-08","5","1922","85991691"
"2014-10-08","6","1238","68258466"
"2014-10-08","7","1312","83152538"
"2014-10-08","8","2057","199622568"
"2014-10-08","9","1104","172002487"
"2014-10-08","10","1219","285508048"
"2014-10-08","11","1156","440418738"
"2014-10-08","12","765","509396634"
"2014-10-08","13","562","1064225495"
"2014-10-09","0","2958","780897"
"2014-10-09","1","1106","1868507"
"2014-10-09","2","16439","263180032"
"2014-10-09","3","9298","278811157"
"2014-10-09","4","965","35394857"
"2014-10-09","5","1918","85379612"
"2014-10-09","6","1220","67024085"
"2014-10-09","7","1323","83579107"
"2014-10-09","8","2058","199413259"
"2014-10-09","9","1110","172941434"
"2014-10-09","10","1224","286174054"
"2014-10-09","11","1151","437904173"
"2014-10-09","12","755","502487203"
"2014-10-09","13","568","1064635776"
"2014-10-10","0","2651","769827"
"2014-10-10","1","1046","1721749"
"2014-10-10","2","16255","259845457"
"2014-10-10","3","9190","276948595"
"2014-10-10","4","947","35180445"
"2014-10-10","5","1935","85982201"
"2014-10-10","6","1213","66670713"
"2014-10-10","7","1321","83438450"
"2014-10-10","8","2012","196509251"
"2014-10-10","9","1087","170181784"
"2014-10-10","10","1207","281573456"
"2014-10-10","11","1151","438179768"
"2014-10-10","12","760","506033191"
"2014-10-10","13","565","1069946209"
"2014-10-11","0","2768","706286"
"2014-10-11","1","1110","1767411"
"2014-10-11","2","16209","259287788"
"2014-10-11","3","9123","275488795"
"2014-10-11","4","935","34802461"
"2014-10-11","5","1897","85150838"
"2014-10-11","6","1202","66784305"
"2014-10-11","7","1289","81260084"
"2014-10-11","8","2011","197114093"
"2014-10-11","9","1079","169214722"
"2014-10-11","10","1192","279613942"
"2014-10-11","11","1131","431706998"
"2014-10-11","12","749","498572727"
"2014-10-11","13","563","1061340272"
"2014-10-12","0","3005","918486"
"2014-10-12","1","1451","2214154"
"2014-10-12","2","16772","261756343"
"2014-10-12","3","9090","274902769"
"2014-10-12","4","931","34705445"
"2014-10-12","5","1871","83819791"
"2014-10-12","6","1220","67321641"
"2014-10-12","7","1270","80608812"
"2014-10-12","8","1979","194467886"
"2014-10-12","9","1052","164722425"
"2014-10-12","10","1190","278838498"
"2014-10-12","11","1133","432975287"
"2014-10-12","12","749","500434066"
"2014-10-12","13","558","1051845278"
"2014-10-13","0","3084","1041074"
"2014-10-13","1","1172","1916332"
"2014-10-13","2","17994","267093229"
"2014-10-13","3","9077","273880015"
"2014-10-13","4","933","34754289"
"2014-10-13","5","1916","85511523"
"2014-10-13","6","1217","67392806"
"2014-10-13","7","1269","80582324"
"2014-10-13","8","1983","194917296"
"2014-10-13","9","1072","167537001"
"2014-10-13","10","1205","282680026"
"2014-10-13","11","1150","438141085"
"2014-10-13","12","758","507405005"
"2014-10-13","13","562","1065921184"
"2014-10-14","0","2540","852842"
"2014-10-14","1","1106","2091703"
"2014-10-14","2","16749","263668914"
"2014-10-14","3","9084","274739036"
"2014-10-14","4","933","34712282"
"2014-10-14","5","1902","84860549"
"2014-10-14","6","1217","67697023"
"2014-10-14","7","1259","80451423"
"2014-10-14","8","2020","197921713"
"2014-10-14","9","1078","168327413"
"2014-10-14","10","1186","279252972"
"2014-10-14","11","1138","433455104"
"2014-10-14","12","768","514144243"
"2014-10-14","13","565","1067032900"
"2014-10-15","0","2328","850462"
"2014-10-15","1","1117","1997963"
"2014-10-15","2","16781","260673475"
"2014-10-15","3","9012","273111991"
"2014-10-15","4","935","35051566"
"2014-10-15","5","1900","85244474"
"2014-10-15","6","1199","66317107"
"2014-10-15","7","1285","82206709"
"2014-10-15","8","2006","196836109"
"2014-10-15","9","1057","165309296"
"2014-10-15","10","1200","281421830"
"2014-10-15","11","1128","430451464"
"2014-10-15","12","763","510728370"
"2014-10-15","13","566","1056478193"
"2014-10-16","0","2227","791649"
"2014-10-16","1","1091","1961698"
"2014-10-16","2","16697","257331128"
"2014-10-16","3","8934","272108889"
"2014-10-16","4","917","34481784"
"2014-10-16","5","1869","83870502"
"2014-10-16","6","1208","66944270"
"2014-10-16","7","1267","81027042"
"2014-10-16","8","1971","193734211"
"2014-10-16","9","1059","166164015"
"2014-10-16","10","1188","279304326"
"2014-10-16","11","1127","429885678"
"2014-10-16","12","750","503346760"
"2014-10-16","13","557","1050776702"
"2014-10-17","0","2052","673521"
"2014-10-17","1","1060","1792786"
"2014-10-17","2","16248","250941762"
"2014-10-17","3","8620","265092461"
"2014-10-17","4","885","33460663"
"2014-10-17","5","1818","82164805"
"2014-10-17","6","1156","64614360"
"2014-10-17","7","1212","77983872"
"2014-10-17","8","1939","190922461"
"2014-10-17","9","1014","160123651"
"2014-10-17","10","1151","271493358"
"2014-10-17","11","1103","423291088"
"2014-10-17","12","730","489598347"
"2014-10-17","13","535","1000126817"
"2014-10-18","0","1726","892367"
"2014-10-18","1","1317","2456616"
"2014-10-18","2","17090","267767984"
"2014-10-18","3","8740","275147570"
"2014-10-18","4","895","34659552"
"2014-10-18","5","1841","84977407"
"2014-10-18","6","1168","66808874"
"2014-10-18","7","1225","80049990"
"2014-10-18","8","1925","192719052"
"2014-10-18","9","1004","159568534"
"2014-10-18","10","1165","277132325"
"2014-10-18","11","1090","421053133"
"2014-10-18","12","730","491768346"
"2014-10-18","13","536","1006487178"
"2014-10-19","0","2043","854632"
"2014-10-19","1","1196","2240937"
"2014-10-19","2","17033","269518483"
"2014-10-19","3","8736","278239670"
"2014-10-19","4","899","35181130"
"2014-10-19","5","1818","84741437"
"2014-10-19","6","1145","66341334"
"2014-10-19","7","1195","78617403"
"2014-10-19","8","1904","191067111"
"2014-10-19","9","997","160096500"
"2014-10-19","10","1145","274254042"
"2014-10-19","11","1087","420975253"
"2014-10-19","12","734","493971837"
"2014-10-19","13","533","1028034559"
"2014-10-20","0","1906","866213"
"2014-10-20","1","1030","1973333"
"2014-10-20","2","17826","274587098"
"2014-10-20","3","8775","278804741"
"2014-10-20","4","915","35967890"
"2014-10-20","5","1856","86621380"
"2014-10-20","6","1143","66133489"
"2014-10-20","7","1188","78273508"
"2014-10-20","8","1934","193940145"
"2014-10-20","9","1015","161726226"
"2014-10-20","10","1168","278394618"
"2014-10-20","11","1099","424686168"
"2014-10-20","12","743","501283789"
"2014-10-20","13","540","1033390669"
"2014-10-21","0","1450","677349"
